address,nearest_mrt,nearest_distance_to_mrt
148 SERANGOON NTH AVE 1,kovan,1.556
417 TAMPINES ST 41,tampines,0.654
104 TAMPINES ST 11,tampines,0.698
113 TAMPINES ST 11,tampines,0.767
138 TAMPINES ST 11,tampines west,0.795
207 TAMPINES ST 21,tampines east,0.6
206 TAMPINES ST 21,tampines east,0.645
267 TAMPINES ST 21,tampines,0.537
266 TAMPINES ST 21,tampines,0.585
241 TAMPINES ST 21,tampines,0.263
261 TAMPINES ST 21,tampines east,0.459
237 TAMPINES ST 21,tampines,0.335
236 TAMPINES ST 21,tampines,0.386
271 TAMPINES ST 21,tampines,0.628
283 TAMPINES ST 22,simei,0.607
282 TAMPINES ST 22,simei,0.517
275 TAMPINES ST 22,simei,0.61
291 TAMPINES ST 22,tampines east,0.689
295 TAMPINES ST 22,tampines east,0.603
212 TAMPINES ST 23,tampines east,0.197
437 TAMPINES ST 43,tampines east,0.539
438 TAMPINES ST 43,tampines east,0.57
818 TAMPINES ST 81,tampines west,0.326
894A TAMPINES ST 81,tampines west,0.776
898 TAMPINES ST 81,tampines west,0.454
851 TAMPINES ST 83,tampines west,0.913
875 TAMPINES ST 84,tampines west,1.071
877 TAMPINES ST 84,tampines west,1.092
803 TAMPINES AVE 4,tampines west,0.09
246 TAMPINES ST 21,tampines,0.232
819 TAMPINES ST 81,tampines west,0.368
822 TAMPINES ST 81,tampines west,0.562
824 TAMPINES ST 81,tampines west,0.747
826 TAMPINES ST 81,tampines west,0.685
404 TAMPINES ST 41,tampines,0.504
445 TAMPINES ST 42,tampines east,0.5
433 TAMPINES ST 43,tampines east,0.508
831 TAMPINES ST 83,tampines west,0.691
109 SIMEI ST 1,simei,0.376
146 SIMEI ST 2,simei,0.325
227 SIMEI ST 4,simei,0.344
907 TAMPINES AVE 4,tampines west,0.577
902 TAMPINES AVE 4,tampines west,0.647
936 TAMPINES AVE 5,tampines west,0.378
395 TAMPINES AVE 7,tampines east,0.161
392 TAMPINES AVE 7,tampines east,0.335
109 TAMPINES ST 11,simei,0.69
163 TAMPINES ST 12,tampines,0.492
203 TAMPINES ST 21,tampines east,0.504
262 TAMPINES ST 21,tampines east,0.489
251 TAMPINES ST 21,tampines,0.336
284 TAMPINES ST 22,simei,0.662
225 TAMPINES ST 23,tampines east,0.134
226 TAMPINES ST 23,tampines east,0.102
222 TAMPINES ST 24,tampines east,0.229
323 TAMPINES ST 33,tampines east,0.661
319 TAMPINES ST 33,tampines east,0.624
341 TAMPINES ST 33,tampines east,0.915
350 TAMPINES ST 33,tampines east,0.974
424 TAMPINES ST 41,tampines,0.576
444 TAMPINES ST 42,tampines east,0.434
489A TAMPINES ST 45,tampines east,0.616
487C TAMPINES ST 45,tampines east,0.622
897A TAMPINES ST 81,tampines west,0.425
857B TAMPINES ST 83,tampines,0.949
866 TAMPINES ST 83,tampines west,1.066
914 TAMPINES ST 91,tampines west,0.41
921 TAMPINES ST 91,tampines west,0.401
812 TAMPINES AVE 4,tampines west,0.202
811 TAMPINES AVE 4,tampines west,0.169
159 TAMPINES ST 12,tampines,0.271
497C TAMPINES ST 45,tampines east,0.474
113 SIMEI ST 1,simei,0.391
432 TAMPINES ST 41,tampines east,0.546
830 TAMPINES ST 82,tampines west,0.627
841 TAMPINES ST 83,tampines west,0.807
849 TAMPINES ST 83,tampines west,0.877
107 SIMEI ST 1,simei,0.341
131 SIMEI ST 1,simei,0.265
232 SIMEI ST 4,simei,0.435
816 TAMPINES AVE 4,tampines west,0.262
804 TAMPINES AVE 4,tampines west,0.121
393 TAMPINES AVE 7,tampines east,0.282
880A TAMPINES AVE 8,tampines west,1.017
496F TAMPINES AVE 9,tampines east,0.693
494B TAMPINES AVE 9,tampines east,0.788
492B TAMPINES AVE 9,tampines east,0.768
298 TAMPINES ST 22,tampines east,0.49
305 TAMPINES ST 32,tampines east,0.442
372 TAMPINES ST 34,tampines east,0.386
361 TAMPINES ST 34,tampines east,0.883
843 TAMPINES ST 83,tampines west,0.821
886 TAMPINES ST 83,tampines west,0.939
867 TAMPINES ST 83,tampines west,1.174
903 TAMPINES AVE 4,tampines west,0.625
391 TAMPINES AVE 7,tampines east,0.374
143 TAMPINES ST 12,tampines,0.607
317 TAMPINES ST 33,tampines east,0.575
342 TAMPINES ST 33,tampines east,0.974
842G TAMPINES ST 82,tampines west,0.744
926 TAMPINES ST 91,tampines west,0.289
912 TAMPINES ST 91,tampines west,0.445
497G TAMPINES ST 45,tampines east,0.73
497H TAMPINES ST 45,tampines east,0.701
332 TAMPINES ST 32,tampines east,0.752
312 TAMPINES ST 33,tampines east,0.497
148 TAMPINES AVE 5,tampines,0.439
860 TAMPINES AVE 5,tampines,0.873
895 TAMPINES ST 81,tampines west,0.801
889 TAMPINES ST 81,tampines west,0.956
867A TAMPINES ST 83,tampines west,1.247
460 TAMPINES ST 42,tampines east,0.238
194 KIM KEAT AVE,toa payoh,1.202
112 LOR 1 TOA PAYOH,braddell,0.189
109 LOR 1 TOA PAYOH,braddell,0.097
126 LOR 1 TOA PAYOH,braddell,0.349
83 LOR 2 TOA PAYOH,toa payoh,0.355
96 LOR 3 TOA PAYOH,braddell,0.27
53 LOR 5 TOA PAYOH,braddell,0.534
38 LOR 5 TOA PAYOH,toa payoh,0.872
2 LOR 7 TOA PAYOH,braddell,0.775
12 LOR 7 TOA PAYOH,toa payoh,1.214
13 LOR 7 TOA PAYOH,potong pasir,1.241
184 TOA PAYOH CTRL,toa payoh,0.242
26 TOA PAYOH EAST,toa payoh,1.03
199 TOA PAYOH NTH,braddell,0.462
205 TOA PAYOH NTH,braddell,0.219
206 TOA PAYOH NTH,braddell,0.208
143 POTONG PASIR AVE 2,potong pasir,0.363
115 POTONG PASIR AVE 1,woodleigh,0.916
57 LOR 5 TOA PAYOH,braddell,0.646
221 LOR 8 TOA PAYOH,braddell,1.156
228 LOR 8 TOA PAYOH,woodleigh,1.338
219 LOR 8 TOA PAYOH,braddell,1.04
201 TOA PAYOH NTH,braddell,0.377
246 KIM KEAT LINK,toa payoh,0.95
80A LOR 4 TOA PAYOH,toa payoh,0.355
80 LOR 4 TOA PAYOH,toa payoh,0.314
82 LOR 4 TOA PAYOH,toa payoh,0.393
104 POTONG PASIR AVE 1,potong pasir,0.329
136 POTONG PASIR AVE 3,potong pasir,0.404
256 KIM KEAT AVE,potong pasir,1.177
258 KIM KEAT AVE,toa payoh,1.148
48 LOR 5 TOA PAYOH,toa payoh,0.834
49 LOR 5 TOA PAYOH,braddell,0.782
50 LOR 5 TOA PAYOH,toa payoh,0.754
229 LOR 8 TOA PAYOH,woodleigh,1.293
215 LOR 8 TOA PAYOH,braddell,0.936
237 LOR 1 TOA PAYOH,braddell,0.61
15 MARSILING LANE,woodlands,1.046
17 MARSILING LANE,woodlands north ,1.084
160 WOODLANDS ST 13,marsiling,0.13
161 WOODLANDS ST 13,marsiling,0.101
157 WOODLANDS ST 13,marsiling,0.221
151 WOODLANDS ST 13,marsiling,0.324
316 WOODLANDS ST 31,marsiling,0.278
22 MARSILING DR,marsiling,1.043
202 MARSILING DR,marsiling,1.188
101 WOODLANDS ST 13,woodlands,0.469
213 MARSILING CRES,woodlands north ,1.514
337 WOODLANDS AVE 1,woodlands,0.831
846 WOODLANDS AVE 4,admiralty,0.888
159 WOODLANDS ST 13,marsiling,0.141
152 WOODLANDS ST 13,marsiling,0.284
311 WOODLANDS ST 31,marsiling,0.327
417 WOODLANDS ST 41,marsiling,0.407
805 WOODLANDS ST 81,woodlands,0.449
873 WOODLANDS ST 81,woodlands north ,0.715
874 WOODLANDS ST 82,woodlands north ,0.734
854 WOODLANDS ST 83,woodlands ,0.705
857 WOODLANDS ST 83,admiralty,0.776
27 MARSILING DR,marsiling,1.085
104 WOODLANDS ST 13,woodlands,0.501
177 WOODLANDS ST 13,marsiling,0.491
347 WOODLANDS AVE 3,woodlands,0.641
344 WOODLANDS ST 32,marsiling,0.711
329 WOODLANDS ST 32,marsiling,0.578
215 MARSILING LANE,woodlands north ,1.517
123 MARSILING RISE,woodlands,0.831
876 WOODLANDS AVE 9,woodlands north ,0.67
877 WOODLANDS AVE 9,woodlands north ,0.718
129 MARSILING RISE,marsiling,0.781
174 WOODLANDS ST 13,marsiling,0.419
823 WOODLANDS ST 82,woodlands ,0.57
323 WOODLANDS ST 32,marsiling,0.58
328 WOODLANDS ST 32,marsiling,0.656
325 WOODLANDS ST 32,marsiling,0.635
411 WOODLANDS ST 41,marsiling,0.467
808 WOODLANDS ST 81,woodlands,0.615
868 WOODLANDS ST 83,admiralty,0.85
819 WOODLANDS ST 82,woodlands ,0.639
365 YISHUN RING RD,yishun,1.133
131 YISHUN ST 11,yishun,0.554
130 YISHUN ST 11,yishun,0.611
270 YISHUN ST 22,yishun,1.046
706 YISHUN AVE 5,yishun,0.681
704 YISHUN AVE 5,yishun,0.681
712 YISHUN AVE 5,yishun,0.822
732 YISHUN AVE 5,yishun,0.521
742 YISHUN AVE 5,yishun,0.213
111 YISHUN RING RD,yishun,0.825
136 YISHUN RING RD,yishun,0.49
140 YISHUN RING RD,yishun,0.526
242 YISHUN RING RD,yishun,0.668
121 YISHUN ST 11,yishun,0.769
148 YISHUN ST 11,yishun,0.407
158 YISHUN ST 11,yishun,0.334
215 YISHUN ST 21,yishun,0.283
220 YISHUN ST 21,yishun,0.467
735 YISHUN ST 72,yishun,0.422
746 YISHUN ST 72,yishun,0.18
745 YISHUN ST 72,yishun,0.169
779 YISHUN AVE 2,khatib,0.53
171 YISHUN AVE 7,canberra,0.736
243 YISHUN RING RD,yishun,0.772
110 YISHUN RING RD,yishun,0.823
112 YISHUN RING RD,yishun,0.845
119 YISHUN RING RD,canberra,0.856
346 YISHUN AVE 11,yishun,0.958
415 YISHUN AVE 11,yishun,1.33
784 YISHUN AVE 2,khatib,0.507
858 YISHUN AVE 4,khatib,0.616
407 YISHUN AVE 6,yishun,1.515
302 YISHUN CTRL,yishun,0.523
305 YISHUN CTRL,yishun,0.516
783 YISHUN RING RD,khatib,0.496
795 YISHUN RING RD,khatib,0.261
800 YISHUN RING RD,khatib,0.178
806 YISHUN RING RD,khatib,0.208
311 YISHUN RING RD,yishun,0.688
312 YISHUN RING RD,yishun,0.737
410 YISHUN RING RD,yishun,1.331
332 YISHUN RING RD,yishun,0.947
638 YISHUN ST 61,khatib,0.698
721 YISHUN ST 71,yishun,0.767
840 YISHUN ST 81,khatib,0.192
832 YISHUN ST 81,khatib,0.351
865 YISHUN ST 81,khatib,0.665
866 YISHUN ST 81,khatib,0.567
850 YISHUN ST 81,khatib,0.392
703 YISHUN AVE 5,yishun,0.707
227 YISHUN ST 21,yishun,0.652
752 YISHUN ST 72,yishun,0.267
785 YISHUN AVE 2,khatib,0.461
790 YISHUN AVE 2,khatib,0.305
771 YISHUN AVE 3,yishun,0.665
773 YISHUN AVE 3,khatib,0.648
663 YISHUN AVE 4,khatib,0.834
173 YISHUN AVE 7,canberra,0.687
174 YISHUN AVE 7,canberra,0.679
250 YISHUN AVE 9,yishun,1.004
255 YISHUN RING RD,yishun,0.832
251 YISHUN RING RD,yishun,0.923
244 YISHUN RING RD,yishun,0.844
253 YISHUN RING RD,yishun,0.898
257 YISHUN RING RD,yishun,0.754
812 YISHUN RING RD,khatib,0.092
388 YISHUN RING RD,yishun,1.357
275 YISHUN ST 22,yishun,1.011
639 YISHUN ST 61,khatib,0.703
637 YISHUN ST 61,khatib,0.746
647 YISHUN ST 61,khatib,0.748
728 YISHUN ST 71,yishun,0.643
716 YISHUN ST 71,yishun,0.911
756 YISHUN ST 72,yishun,0.375
758 YISHUN ST 72,yishun,0.388
757 YISHUN ST 72,yishun,0.336
416 YISHUN AVE 11,yishun,1.385
860 YISHUN AVE 4,khatib,0.766
149 YISHUN ST 11,yishun,0.34
229 YISHUN ST 21,yishun,0.655
265 YISHUN ST 22,yishun,0.881
755 YISHUN ST 72,yishun,0.367
665 YISHUN AVE 4,khatib,0.885
824 YISHUN ST 81,khatib,0.406
352 YISHUN RING RD,yishun,1.15
358 YISHUN RING RD,yishun,1.252
827 YISHUN ST 81,khatib,0.294
633 YISHUN ST 61,khatib,0.776
208 ANG MO KIO AVE 1,ang mo kio,0.91
319 ANG MO KIO AVE 1,ang mo kio,0.59
466 ANG MO KIO AVE 10,ang mo kio,0.951
456 ANG MO KIO AVE 10,ang mo kio,1.058
576 ANG MO KIO AVE 10,ang mo kio,0.61
530 ANG MO KIO AVE 10,ang mo kio,0.707
554 ANG MO KIO AVE 10,ang mo kio,0.969
322 ANG MO KIO AVE 3,ang mo kio,0.267
328 ANG MO KIO AVE 3,ang mo kio,0.414
313 ANG MO KIO AVE 3,ang mo kio,0.371
348 ANG MO KIO AVE 3,ang mo kio,0.461
258 ANG MO KIO AVE 4,mayflower,0.172
106 ANG MO KIO AVE 4,mayflower,0.115
538 ANG MO KIO AVE 5,ang mo kio,0.757
603 ANG MO KIO AVE 5,lentor,0.59
605 ANG MO KIO AVE 5,lentor,0.654
606 ANG MO KIO AVE 5,lentor,0.696
608 ANG MO KIO AVE 5,lentor,0.778
150 ANG MO KIO AVE 5,yio chu kang,0.639
124 ANG MO KIO AVE 6,ang mo kio,0.543
722 ANG MO KIO AVE 8,ang mo kio,0.342
506 ANG MO KIO AVE 8,ang mo kio,0.502
513 ANG MO KIO AVE 8,ang mo kio,0.32
423 ANG MO KIO AVE 3,ang mo kio,0.265
205 ANG MO KIO AVE 1,ang mo kio,0.743
303 ANG MO KIO AVE 1,ang mo kio,0.602
305 ANG MO KIO AVE 1,ang mo kio,0.582
223 ANG MO KIO AVE 1,mayflower,0.626
411 ANG MO KIO AVE 10,ang mo kio,0.965
413 ANG MO KIO AVE 10,ang mo kio,0.847
547 ANG MO KIO AVE 10,ang mo kio,1.073
546 ANG MO KIO AVE 10,ang mo kio,0.927
549 ANG MO KIO AVE 10,ang mo kio,0.944
550 ANG MO KIO AVE 10,ang mo kio,1.044
213 ANG MO KIO AVE 3,mayflower,0.664
229 ANG MO KIO AVE 3,mayflower,0.323
122 ANG MO KIO AVE 3,ang mo kio,0.684
429 ANG MO KIO AVE 3,ang mo kio,0.44
572 ANG MO KIO AVE 3,ang mo kio,0.714
108 ANG MO KIO AVE 4,mayflower,0.167
439 ANG MO KIO AVE 10,ang mo kio,0.596
552 ANG MO KIO AVE 10,ang mo kio,0.849
312 ANG MO KIO AVE 3,ang mo kio,0.424
430 ANG MO KIO AVE 3,ang mo kio,0.371
520 ANG MO KIO AVE 5,ang mo kio,0.424
725 ANG MO KIO AVE 6,ang mo kio,0.433
729 ANG MO KIO AVE 6,ang mo kio,0.594
622 ANG MO KIO AVE 9,yio chu kang,0.58
104B ANG MO KIO ST 11,mayflower,0.21
502 BEDOK NTH ST 3,bedok reservoir,0.606
503 BEDOK NTH ST 3,bedok reservoir,0.57
4 BEDOK STH AVE 1,bedok,0.415
1 BEDOK STH AVE 1,bedok,0.542
19 CHAI CHEE RD,bedok,0.936
20 CHAI CHEE RD,bedok,0.829
550 BEDOK NTH AVE 1,bedok reservoir,0.761
409 BEDOK NTH AVE 2,bedok,0.564
104 BEDOK NTH AVE 4,bedok reservoir,0.609
218 BEDOK NTH ST 1,bedok,0.614
205 BEDOK NTH ST 1,bedok,0.235
129 BEDOK NTH ST 2,tanah merah,0.926
510 BEDOK NTH ST 3,bedok reservoir,0.516
525 BEDOK NTH ST 3,bedok reservoir,0.382
554 BEDOK NTH ST 3,bedok reservoir,0.632
113 BEDOK RESERVOIR RD,kaki bukit,0.613
42 CHAI CHEE ST,bedok,0.643
54 CHAI CHEE ST,bedok north,0.681
208 NEW UPP CHANGI RD,bedok,0.226
139 BEDOK RESERVOIR RD,bedok north,0.467
122 BEDOK RESERVOIR RD,kaki bukit,0.41
123 BEDOK RESERVOIR RD,kaki bukit,0.365
163 BEDOK STH RD,tanah merah,0.83
650 JLN TENAGA,kaki bukit,0.358
654 JLN TENAGA,kaki bukit,0.278
658 JLN TENAGA,kaki bukit,0.267
116 LENGKONG TIGA,kembangan,0.229
103 LENGKONG TIGA,kembangan,0.596
513 BEDOK NTH AVE 2,bedok reservoir,0.523
119 BEDOK NTH RD,tanah merah,0.912
427 BEDOK NTH RD,bedok,0.623
123 BEDOK NTH ST 2,bedok reservoir,1.001
117 BEDOK RESERVOIR RD,kaki bukit,0.396
70 BEDOK STH RD,tanah merah,0.893
56 CHAI CHEE DR,bedok north,0.961
147 BEDOK RESERVOIR RD,kaki bukit,0.369
136 BEDOK RESERVOIR RD,bedok north,0.51
148 BEDOK RESERVOIR RD,kaki bukit,0.385
135 BEDOK RESERVOIR RD,kaki bukit,0.495
553 BEDOK NTH AVE 1,bedok reservoir,0.751
552 BEDOK NTH AVE 1,bedok reservoir,0.723
611 BEDOK RESERVOIR RD,bedok north,0.519
104 BEDOK RESERVOIR RD,kaki bukit,0.657
142 BEDOK RESERVOIR RD,bedok north,0.533
805 CHAI CHEE RD,bedok,0.93
27 CHAI CHEE RD,bedok,0.721
720 BEDOK RESERVOIR RD,bedok north,0.78
90 BEDOK NTH ST 4,tanah merah,0.857
19 BEDOK STH RD,bedok,0.669
663 JLN DAMAI,kaki bukit,0.036
664 JLN DAMAI,kaki bukit,0.109
115 BEDOK RESERVOIR RD,kaki bukit,0.478
665 JLN DAMAI,kaki bukit,0.1
22 SIN MING RD,upper thomson,0.79
306 SHUNFU RD,marymount,0.177
176 BISHAN ST 13,bishan,0.708
25 SIN MING RD,upper thomson,0.591
107 BISHAN ST 12,bishan,0.492
140 BISHAN ST 12,braddell,0.85
144 BISHAN ST 12,bishan,0.792
239 BISHAN ST 22,bishan,1.131
252 BISHAN ST 22,ang mo kio,1.089
207 BISHAN ST 23,bishan,0.423
210 BISHAN ST 23,bishan,0.559
217 BISHAN ST 23,bishan,0.669
214 BISHAN ST 23,bishan,0.742
226 BISHAN ST 23,bishan,0.864
228 BISHAN ST 23,bishan,0.827
448 BRIGHT HILL DR,upper thomson,0.473
441 SIN MING AVE,bright hill,0.484
111 BISHAN ST 12,bishan,0.419
121 BISHAN ST 12,bishan,0.519
138 BISHAN ST 12,braddell,0.768
177 BISHAN ST 13,bishan,0.687
136 BISHAN ST 12,braddell,0.684
142 BISHAN ST 12,bishan,0.836
157 BISHAN ST 13,lorong chuan,1.035
242 BISHAN ST 22,ang mo kio,1.088
303 SHUNFU RD,marymount,0.158
405 SIN MING AVE,bright hill,0.211
134 BISHAN ST 12,bishan,0.745
219 BISHAN ST 23,bishan,0.743
248 BT BATOK EAST AVE 5,bukit batok,0.794
249 BT BATOK EAST AVE 5,bukit batok,0.798
207 BT BATOK ST 21,bukit batok,0.31
178 BT BATOK WEST AVE 8,bukit batok,0.842
166 BT BATOK WEST AVE 8,bukit batok,0.78
227 BT BATOK CTRL,bukit batok,0.445
256 BT BATOK EAST AVE 4,bukit batok,1
215 BT BATOK ST 21,bukit batok,0.489
307 BT BATOK ST 31,bukit gombak,0.411
182 BT BATOK WEST AVE 8,bukit batok,0.746
173 BT BATOK WEST AVE 8,chinese garden,1.005
271 BT BATOK EAST AVE 4,bukit batok,1.041
310 BT BATOK ST 32,bukit gombak,0.349
311 BT BATOK ST 32,bukit gombak,0.417
501 BT BATOK ST 52,bukit batok,0.663
247 BT BATOK EAST AVE 5,bukit batok,0.83
163 BT BATOK ST 11,bukit batok,0.774
201 BT BATOK ST 21,bukit batok,0.398
116 BT BATOK WEST AVE 6,bukit batok,0.36
113 BT BATOK WEST AVE 6,bukit batok,0.489
101 BT BATOK WEST AVE 6,bukit batok,0.392
304 BT BATOK ST 31,bukit gombak,0.446
420 BT BATOK WEST AVE 2,bukit gombak,0.8
423 BT BATOK WEST AVE 2,bukit gombak,0.857
269 BT BATOK EAST AVE 4,bukit batok,1.099
329 BT BATOK ST 33,bukit gombak,0.699
527 BT BATOK ST 51,bukit gombak,0.173
514 BT BATOK ST 52,bukit gombak,0.469
334 BT BATOK ST 32,bukit gombak,0.801
102 BT BATOK WEST AVE 6,bukit batok,0.291
221 BT BATOK EAST AVE 3,bukit batok,0.49
354 BT BATOK ST 31,bukit gombak,0.384
28 JLN BT MERAH,redhill,0.857
12 TAMAN HO SWEE,havelock,0.118
128 BT MERAH VIEW,tiong bahru,0.598
77 INDUS RD,tiong bahru,0.565
138 JLN BT MERAH,tiong bahru,0.864
42 TELOK BLANGAH RISE,harbourfront,0.628
38 TELOK BLANGAH RISE,harbourfront,0.776
2 EVERTON PK,outram park,0.444
141 JLN BT MERAH,tiong bahru,1.006
60 TELOK BLANGAH HTS,telok blangah,0.654
113 JLN BT MERAH,tiong bahru,0.675
22 TIONG BAHRU RD,havelock,0.375
106 HENDERSON CRES,redhill,0.619
106 BT PURMEI RD,harbourfront,0.96
110 BT PURMEI RD,harbourfront,1.119
47 LENGKOK BAHRU,redhill,0.612
3 DELTA AVE,tiong bahru,0.622
59 TELOK BLANGAH HTS,telok blangah,0.669
115 BT MERAH CTRL,redhill,0.659
5 EVERTON PK,outram park,0.526
95 HAVELOCK RD,havelock,0.082
87 REDHILL CL,redhill,0.474
114 DEPOT RD,labrador park,1.157
26 TELOK BLANGAH CRES,telok blangah,1.211
39 TELOK BLANGAH RISE,harbourfront,0.715
250 BANGKIT RD,bangkit,0.136
220 PETIR RD,pending,0.253
214 PETIR RD,pending,0.421
139 PETIR RD,pending,0.199
109 GANGSA RD,petir,0.131
122 PENDING RD,pending,0.22
274 BANGKIT RD,bangkit,0.421
248 BANGKIT RD,bangkit,0.237
259 BT PANJANG RING RD,pending,0.245
406 FAJAR RD,petir,0.465
438 FAJAR RD,fajar,0.21
128 PENDING RD,pending,0.167
204 PETIR RD,pending,0.514
231 PENDING RD,pending,0.17
412 SAUJANA RD,fajar,0.345
272 BANGKIT RD,bangkit,0.339
430 BT PANJANG RING RD,segar,0.164
423 FAJAR RD,fajar,0.208
425 FAJAR RD,fajar,0.211
140 PETIR RD,pending,0.266
130 CASHEW RD,pending,0.236
147 GANGSA RD,petir,0.233
18 TOH YI DR,beauty world,0.327
6 FARRER RD,farrer road,0.077
3 QUEEN'S RD,farrer road,0.128
13 TOH YI DR,beauty world,0.464
10 JLN KUKOH,chinatown,0.564
29 KELANTAN RD,jalan besar,0.212
34 UPP CROSS ST,chinatown,0.243
263 WATERLOO ST,bencoolen,0.215
1 ROCHOR RD,rochor,0.109
232 BAIN ST,bras basah,0.298
662 BUFFALO RD,little india,0.087
4 TECK WHYE AVE,keat hong,0.558
106 TECK WHYE LANE,teck whye,0.166
114 TECK WHYE LANE,keat hong,0.184
26 TECK WHYE LANE,teck whye,0.248
295 CHOA CHU KANG AVE 2,south view,0.536
252 CHOA CHU KANG AVE 2,south view,0.253
289 CHOA CHU KANG AVE 3,south view,0.527
281 CHOA CHU KANG AVE 3,south view,0.299
283 CHOA CHU KANG AVE 3,south view,0.277
426 CHOA CHU KANG AVE 4,south view,0.674
432 CHOA CHU KANG AVE 4,choa chu kang,0.293
228 CHOA CHU KANG CTRL,south view,0.152
210 CHOA CHU KANG CTRL,south view,0.384
218 CHOA CHU KANG CTRL,south view,0.289
219 CHOA CHU KANG CTRL,south view,0.247
789 CHOA CHU KANG NTH 6,yew tee,0.269
542 CHOA CHU KANG ST 52,yew tee,0.525
707 CHOA CHU KANG ST 53,choa chu kang,0.661
103 TECK WHYE LANE,teck whye,0.053
213 CHOA CHU KANG CTRL,south view,0.298
540 CHOA CHU KANG ST 52,yew tee,0.654
545 CHOA CHU KANG ST 52,yew tee,0.633
546 CHOA CHU KANG ST 52,yew tee,0.682
14 TECK WHYE LANE,phoenix,0.258
203 CHOA CHU KANG AVE 1,keat hong,0.297
235 CHOA CHU KANG CTRL,keat hong,0.133
341 CHOA CHU KANG LOOP,choa chu kang,0.227
557 CHOA CHU KANG NTH 6,yew tee,0.405
531 CHOA CHU KANG ST 51,yew tee,0.832
350 CHOA CHU KANG CTRL,choa chu kang,0.227
107 TECK WHYE LANE,teck whye,0.153
109 TECK WHYE LANE,teck whye,0.285
365 CLEMENTI AVE 2,clementi,0.614
331 CLEMENTI AVE 2,clementi,0.325
434 CLEMENTI AVE 3,clementi,0.402
446 CLEMENTI AVE 3,clementi,0.291
312 CLEMENTI AVE 4,clementi,0.46
322 CLEMENTI AVE 5,clementi,0.171
327 CLEMENTI AVE 5,clementi,0.195
377 CLEMENTI AVE 5,clementi,0.412
730 CLEMENTI WEST ST 2,clementi,1.172
113 CLEMENTI ST 13,clementi,1.1
117 CLEMENTI ST 13,clementi,1.234
362 CLEMENTI AVE 2,clementi,0.588
347 CLEMENTI AVE 5,clementi,0.663
103 CLEMENTI ST 14,clementi,0.942
512 WEST COAST DR,clementi,0.797
415 C'WEALTH AVE WEST,dover,0.785
337 CLEMENTI AVE 2,clementi,0.448
613 CLEMENTI WEST ST 1,clementi,1.299
114 CLEMENTI ST 13,clementi,1.15
356 CLEMENTI AVE 2,clementi,0.532
110 CLEMENTI ST 13,clementi,1.068
39 CIRCUIT RD,mattar,0.277
44 CIRCUIT RD,mattar,0.32
24 EUNOS CRES,eunos,0.455
25 EUNOS CRES,eunos,0.413
45 SIMS DR,aljunied,0.506
3 JOO CHIAT RD,eunos,0.627
99 ALJUNIED CRES,aljunied,0.572
20 BALAM RD,tai seng,0.489
57 CIRCUIT RD,macpherson,0.439
38 CIRCUIT RD,mattar,0.337
97 JLN DUA,dakota,0.087
415 EUNOS RD 5,paya lebar,0.533
318 UBI AVE 1,ubi,0.481
54 PIPIT RD,macpherson,0.398
345 UBI AVE 1,ubi,0.451
343 UBI AVE 1,ubi,0.41
313 UBI AVE 1,ubi,0.529
329 UBI AVE 1,ubi,0.703
342 UBI AVE 1,ubi,0.449
413 EUNOS RD 5,eunos,0.513
7 HAIG RD,paya lebar,0.642
40 SIMS DR,geylang bahru,0.676
14 EUNOS CRES,eunos,0.374
23 EUNOS CRES,eunos,0.517
333 UBI AVE 1,ubi,0.554
7 HOUGANG AVE 3,kovan,0.969
240 HOUGANG ST 22,kovan,0.748
241 HOUGANG ST 22,kovan,0.857
115 HOUGANG AVE 1,kovan,0.882
110 HOUGANG AVE 1,kovan,0.783
401 HOUGANG AVE 10,hougang,0.647
404 HOUGANG AVE 10,hougang,0.477
702 HOUGANG AVE 2,hougang,0.683
617 HOUGANG AVE 8,hougang,0.976
691 HOUGANG ST 61,hougang,0.887
692 HOUGANG ST 61,hougang,0.862
698 HOUGANG ST 61,hougang,0.739
236 HOUGANG AVE 1,kovan,0.504
361 HOUGANG AVE 5,hougang,0.459
424 HOUGANG AVE 6,hougang,0.307
614 HOUGANG AVE 8,hougang,0.887
636 HOUGANG AVE 8,kovan,1.33
445 HOUGANG AVE 8,buangkok,0.436
835 HOUGANG CTRL,hougang,0.284
556 HOUGANG ST 51,buangkok,0.476
565 HOUGANG ST 51,buangkok,0.631
535 HOUGANG ST 52,hougang,0.625
138 LOR AH SOO,kovan,0.954
143 LOR AH SOO,kovan,0.917
137 LOR AH SOO,bartley,1.023
706 HOUGANG AVE 2,hougang,0.724
314 HOUGANG AVE 5,hougang,0.754
317 HOUGANG AVE 7,hougang,0.806
514 HOUGANG AVE 10,hougang,0.366
509 HOUGANG AVE 10,hougang,0.477
682 HOUGANG AVE 4,hougang,0.78
520 HOUGANG AVE 6,hougang,0.327
611 HOUGANG AVE 8,hougang,0.861
624 HOUGANG AVE 8,hougang,1.135
650 HOUGANG AVE 8,hougang,1.235
416 HOUGANG AVE 10,hougang,0.653
462 HOUGANG AVE 10,hougang,0.272
710 HOUGANG AVE 2,hougang,0.715
362 HOUGANG AVE 5,hougang,0.433
531 HOUGANG AVE 6,hougang,0.548
521 HOUGANG AVE 6,hougang,0.282
426 HOUGANG AVE 6,hougang,0.274
627 HOUGANG AVE 8,kovan,1.066
